external_tx_id,user_ref,occurred_at,amount,direction,category,description,currency
SYN-LARGE-00540,syn-user-0003,2025-01-20T16:48:53Z,42813.01,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00541,syn-user-0272,2025-04-08T13:14:44Z,239872.64,credit,Salary,Salary transaction,LKR
SYN-LARGE-00542,syn-user-0177,2025-06-09T15:10:04Z,15596.76,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-00543,syn-user-0024,2025-06-02T22:21:27Z,29385.44,debit,Education,Education expense,LKR
SYN-LARGE-00544,syn-user-0069,2025-06-25T12:10:58Z,15010.78,debit,Education,Education expense,LKR
SYN-LARGE-00545,syn-user-0207,2025-01-10T06:37:32Z,4351.07,debit,Transport,Transport expense,LKR
SYN-LARGE-00546,syn-user-0087,2025-03-05T18:56:40Z,64409.54,debit,Savings,Savings expense,LKR
SYN-LARGE-00547,syn-user-0131,2026-01-30T07:42:06Z,45914.43,debit,Housing,Housing expense,LKR
SYN-LARGE-00548,syn-user-0011,2025-01-25T09:35:16Z,13885.11,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00549,syn-user-0243,2025-12-26T06:19:26Z,27743.86,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00550,syn-user-0052,2025-12-06T10:26:53Z,28239.46,debit,Debt,Debt expense,LKR
SYN-LARGE-00551,syn-user-0054,2025-09-19T09:31:12Z,10067.67,debit,Food,Food expense,LKR
SYN-LARGE-00552,syn-user-0103,2026-02-03T12:22:45Z,83992.39,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00553,syn-user-0210,2025-06-01T12:44:59Z,7697.14,credit,Refund,Refund transaction,LKR
SYN-LARGE-00554,syn-user-0247,2025-06-19T09:53:36Z,49566.76,debit,Housing,Housing expense,LKR
SYN-LARGE-00555,syn-user-0253,2025-03-18T09:57:16Z,9529.19,debit,Travel,Travel expense,LKR
SYN-LARGE-00556,syn-user-0119,2025-08-22T07:06:52Z,6399.45,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00557,syn-user-0090,2025-01-21T16:27:47Z,36309.91,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00558,syn-user-0060,2025-02-18T10:42:41Z,18454.60,debit,Housing,Housing expense,LKR
SYN-LARGE-00559,syn-user-0088,2025-06-18T14:56:46Z,38248.48,debit,Education,Education expense,LKR
SYN-LARGE-00560,syn-user-0048,2025-07-10T18:29:17Z,3036.73,debit,Transport,Transport expense,LKR
SYN-LARGE-00561,syn-user-0198,2025-12-20T11:07:08Z,19816.55,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00562,syn-user-0031,2025-03-23T20:11:39Z,7498.79,credit,Refund,Refund transaction,LKR
SYN-LARGE-00563,syn-user-0195,2026-02-03T10:30:58Z,58541.06,debit,Housing,Housing expense,LKR
SYN-LARGE-00564,syn-user-0250,2025-02-27T14:41:20Z,2792.92,debit,Education,Education expense,LKR
SYN-LARGE-00565,syn-user-0007,2025-12-27T13:42:55Z,69775.00,debit,Travel,Travel expense,LKR
SYN-LARGE-00566,syn-user-0174,2025-09-23T13:30:22Z,6547.79,debit,Debt,Debt expense,LKR
SYN-LARGE-00567,syn-user-0198,2025-03-18T07:00:41Z,80609.38,debit,Travel,Travel expense,LKR
SYN-LARGE-00568,syn-user-0081,2025-09-16T08:48:31Z,34907.21,debit,Education,Education expense,LKR
SYN-LARGE-00569,syn-user-0165,2025-05-04T13:35:41Z,1867.44,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00570,syn-user-0194,2025-07-26T20:05:54Z,14477.36,debit,Food,Food expense,LKR
SYN-LARGE-00571,syn-user-0256,2025-08-17T21:47:41Z,16277.15,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00572,syn-user-0010,2025-02-22T06:52:05Z,44185.16,debit,Housing,Housing expense,LKR
SYN-LARGE-00573,syn-user-0156,2025-09-18T16:23:52Z,55360.58,debit,Savings,Savings expense,LKR
SYN-LARGE-00574,syn-user-0028,2026-02-23T21:45:42Z,13946.93,debit,Education,Education expense,LKR
SYN-LARGE-00575,syn-user-0187,2026-01-02T13:00:21Z,21983.00,debit,Food,Food expense,LKR
SYN-LARGE-00576,syn-user-0182,2026-03-01T17:44:06Z,12411.04,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00577,syn-user-0024,2025-03-26T12:12:07Z,4101.88,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00578,syn-user-0202,2025-04-21T09:48:26Z,9111.24,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00579,syn-user-0024,2025-11-21T20:29:42Z,7736.82,debit,Debt,Debt expense,LKR
SYN-LARGE-00580,syn-user-0259,2025-03-10T07:35:59Z,42927.12,debit,Housing,Housing expense,LKR
SYN-LARGE-00581,syn-user-0222,2026-03-06T11:44:37Z,70954.09,debit,Travel,Travel expense,LKR
SYN-LARGE-00582,syn-user-0089,2026-01-10T16:32:56Z,12685.14,debit,Food,Food expense,LKR
SYN-LARGE-00583,syn-user-0197,2025-08-03T16:18:28Z,4590.68,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00584,syn-user-0069,2025-03-12T16:45:47Z,29005.44,debit,Travel,Travel expense,LKR
SYN-LARGE-00585,syn-user-0284,2025-11-20T15:43:22Z,76779.27,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00586,syn-user-0068,2025-12-30T16:45:07Z,8302.56,debit,Transport,Transport expense,LKR
SYN-LARGE-00587,syn-user-0181,2025-10-15T19:43:47Z,42563.63,debit,Debt,Debt expense,LKR
SYN-LARGE-00588,syn-user-0274,2025-05-27T22:06:01Z,24440.84,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00589,syn-user-0196,2025-03-16T11:18:43Z,113971.21,credit,Salary,Salary transaction,LKR
SYN-LARGE-00590,syn-user-0129,2025-03-16T15:13:48Z,4039.61,credit,Gift,Gift transaction,LKR
SYN-LARGE-00591,syn-user-0278,2025-01-17T13:47:41Z,4996.72,debit,Education,Education expense,LKR
SYN-LARGE-00592,syn-user-0288,2025-07-19T07:59:24Z,15490.24,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00593,syn-user-0199,2025-08-02T07:00:47Z,28449.05,debit,Savings,Savings expense,LKR
SYN-LARGE-00594,syn-user-0129,2025-04-14T17:48:37Z,33369.36,debit,Education,Education expense,LKR
SYN-LARGE-00595,syn-user-0280,2026-01-14T11:43:04Z,4800.61,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00596,syn-user-0096,2025-03-30T19:17:35Z,12429.96,debit,Food,Food expense,LKR
SYN-LARGE-00597,syn-user-0136,2025-03-08T16:29:45Z,13495.79,credit,Gift,Gift transaction,LKR
SYN-LARGE-00598,syn-user-0080,2025-01-21T15:31:50Z,61703.63,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00599,syn-user-0294,2025-10-09T11:33:04Z,24212.30,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00600,syn-user-0259,2025-03-23T17:14:56Z,38097.28,debit,Travel,Travel expense,LKR
SYN-LARGE-00601,syn-user-0110,2025-12-06T22:30:35Z,14058.56,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00602,syn-user-0005,2025-02-28T13:02:43Z,10373.57,debit,Education,Education expense,LKR
SYN-LARGE-00603,syn-user-0165,2025-07-15T15:01:58Z,12646.90,debit,Food,Food expense,LKR
SYN-LARGE-00604,syn-user-0265,2026-02-25T20:31:02Z,72845.06,debit,Travel,Travel expense,LKR
SYN-LARGE-00605,syn-user-0152,2025-11-30T09:10:49Z,1694.01,credit,Refund,Refund transaction,LKR
SYN-LARGE-00606,syn-user-0276,2025-10-01T12:55:43Z,117180.54,credit,Salary,Salary transaction,LKR
SYN-LARGE-00607,syn-user-0218,2026-03-04T19:41:52Z,12516.86,credit,Refund,Refund transaction,LKR
SYN-LARGE-00608,syn-user-0037,2026-01-18T16:02:05Z,39583.59,debit,Housing,Housing expense,LKR
SYN-LARGE-00609,syn-user-0038,2025-01-28T08:36:52Z,96334.70,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00610,syn-user-0117,2025-05-13T19:20:01Z,25578.47,debit,Education,Education expense,LKR
SYN-LARGE-00611,syn-user-0200,2025-12-11T08:48:47Z,244219.71,credit,Salary,Salary transaction,LKR
SYN-LARGE-00612,syn-user-0300,2025-01-24T22:06:18Z,11942.50,debit,Food,Food expense,LKR
SYN-LARGE-00613,syn-user-0155,2025-11-07T18:25:52Z,46407.85,credit,Gift,Gift transaction,LKR
SYN-LARGE-00614,syn-user-0016,2025-08-31T18:50:51Z,20683.87,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00615,syn-user-0280,2025-06-01T17:00:35Z,5523.76,debit,Transport,Transport expense,LKR
SYN-LARGE-00616,syn-user-0285,2025-03-14T18:34:35Z,223951.99,credit,Salary,Salary transaction,LKR
SYN-LARGE-00617,syn-user-0044,2025-06-06T17:13:26Z,36238.31,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00618,syn-user-0263,2025-03-14T14:12:07Z,75941.77,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00619,syn-user-0093,2025-12-10T20:41:35Z,58015.22,debit,Housing,Housing expense,LKR
SYN-LARGE-00620,syn-user-0038,2025-05-29T21:21:22Z,2881.89,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00621,syn-user-0066,2025-12-10T08:57:12Z,10128.43,debit,Food,Food expense,LKR
SYN-LARGE-00622,syn-user-0163,2025-09-06T10:36:36Z,30525.45,debit,Debt,Debt expense,LKR
SYN-LARGE-00623,syn-user-0187,2026-02-18T16:15:50Z,5890.55,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00624,syn-user-0114,2025-12-31T17:08:43Z,9023.72,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00625,syn-user-0170,2025-09-03T21:35:06Z,35134.79,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00626,syn-user-0090,2025-11-27T10:57:34Z,19004.73,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00627,syn-user-0101,2025-05-15T08:57:01Z,10734.68,debit,Savings,Savings expense,LKR
SYN-LARGE-00628,syn-user-0260,2025-11-20T18:49:37Z,294729.51,credit,Salary,Salary transaction,LKR
SYN-LARGE-00629,syn-user-0109,2025-01-19T21:41:49Z,80776.78,debit,Travel,Travel expense,LKR
SYN-LARGE-00630,syn-user-0077,2025-07-07T15:08:29Z,33662.14,debit,Debt,Debt expense,LKR
SYN-LARGE-00631,syn-user-0257,2025-09-19T13:54:51Z,52705.89,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00632,syn-user-0085,2026-01-23T10:47:46Z,7209.67,debit,Education,Education expense,LKR
SYN-LARGE-00633,syn-user-0248,2025-07-03T08:16:23Z,24894.47,credit,Gift,Gift transaction,LKR
SYN-LARGE-00634,syn-user-0120,2025-01-22T17:24:30Z,81972.17,debit,Travel,Travel expense,LKR
SYN-LARGE-00635,syn-user-0233,2025-01-24T22:40:53Z,13638.77,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00636,syn-user-0141,2026-03-04T11:24:41Z,25634.88,debit,Debt,Debt expense,LKR
SYN-LARGE-00637,syn-user-0194,2025-07-07T18:58:14Z,15916.57,debit,Food,Food expense,LKR
SYN-LARGE-00638,syn-user-0265,2025-07-27T21:56:38Z,22524.54,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00639,syn-user-0004,2025-09-14T08:32:41Z,7458.63,debit,Education,Education expense,LKR
SYN-LARGE-00640,syn-user-0144,2025-04-19T09:42:14Z,46655.64,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00641,syn-user-0213,2026-02-20T21:30:13Z,15037.92,debit,Food,Food expense,LKR
SYN-LARGE-00642,syn-user-0083,2025-11-28T10:36:37Z,29452.50,debit,Housing,Housing expense,LKR
SYN-LARGE-00643,syn-user-0083,2025-03-10T10:03:10Z,59867.49,debit,Housing,Housing expense,LKR
SYN-LARGE-00644,syn-user-0133,2025-04-03T06:56:46Z,18381.37,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00645,syn-user-0146,2025-02-13T21:10:14Z,14895.25,credit,Refund,Refund transaction,LKR
SYN-LARGE-00646,syn-user-0211,2025-11-04T11:39:42Z,12396.57,credit,Refund,Refund transaction,LKR
SYN-LARGE-00647,syn-user-0262,2025-05-16T16:59:29Z,88281.48,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00648,syn-user-0036,2025-04-28T12:33:55Z,2965.70,debit,Transport,Transport expense,LKR
SYN-LARGE-00649,syn-user-0259,2025-12-17T11:30:57Z,9674.40,debit,Transport,Transport expense,LKR
SYN-LARGE-00650,syn-user-0020,2026-02-06T10:57:38Z,5329.75,debit,Food,Food expense,LKR
SYN-LARGE-00651,syn-user-0277,2026-02-28T19:33:26Z,34249.41,credit,Gift,Gift transaction,LKR
SYN-LARGE-00652,syn-user-0190,2025-01-23T21:50:49Z,7655.10,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00653,syn-user-0196,2025-06-29T10:16:30Z,6652.97,debit,Debt,Debt expense,LKR
SYN-LARGE-00654,syn-user-0120,2025-02-12T12:00:45Z,38552.26,debit,Travel,Travel expense,LKR
SYN-LARGE-00655,syn-user-0004,2025-10-23T12:44:51Z,3625.88,debit,Travel,Travel expense,LKR
SYN-LARGE-00656,syn-user-0162,2025-07-29T14:16:54Z,7251.97,debit,Transport,Transport expense,LKR
SYN-LARGE-00657,syn-user-0275,2025-08-05T18:48:13Z,14211.32,debit,Debt,Debt expense,LKR
SYN-LARGE-00658,syn-user-0212,2025-10-10T21:16:19Z,7970.06,debit,Education,Education expense,LKR
SYN-LARGE-00659,syn-user-0296,2025-06-26T09:47:14Z,22337.69,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00660,syn-user-0229,2026-02-05T22:25:50Z,2853.76,debit,Transport,Transport expense,LKR
SYN-LARGE-00661,syn-user-0174,2026-02-15T11:24:40Z,58009.25,debit,Savings,Savings expense,LKR
SYN-LARGE-00662,syn-user-0003,2026-02-16T19:05:04Z,59241.90,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00663,syn-user-0135,2025-04-24T18:59:25Z,4104.60,debit,Debt,Debt expense,LKR
SYN-LARGE-00664,syn-user-0267,2025-05-27T11:40:31Z,4942.18,debit,Debt,Debt expense,LKR
SYN-LARGE-00665,syn-user-0225,2025-01-06T22:18:12Z,37299.58,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00666,syn-user-0018,2026-02-06T13:39:10Z,7902.94,credit,Refund,Refund transaction,LKR
SYN-LARGE-00667,syn-user-0019,2025-07-04T08:17:49Z,63855.36,debit,Housing,Housing expense,LKR
SYN-LARGE-00668,syn-user-0205,2025-06-30T22:00:47Z,17996.32,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00669,syn-user-0036,2025-02-16T17:22:52Z,82605.78,debit,Travel,Travel expense,LKR
SYN-LARGE-00670,syn-user-0142,2025-04-26T18:36:00Z,6438.54,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00671,syn-user-0134,2025-03-31T22:18:21Z,16965.77,debit,Food,Food expense,LKR
SYN-LARGE-00672,syn-user-0060,2026-02-16T14:44:28Z,19373.60,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00673,syn-user-0194,2025-10-16T20:43:29Z,9526.23,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00674,syn-user-0015,2025-09-04T13:43:44Z,167888.61,credit,Salary,Salary transaction,LKR
SYN-LARGE-00675,syn-user-0118,2026-02-14T06:44:53Z,23822.88,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00676,syn-user-0135,2025-05-08T16:04:35Z,20537.24,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00677,syn-user-0092,2025-09-01T14:11:47Z,10922.03,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00678,syn-user-0098,2025-09-13T14:13:14Z,9301.38,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00679,syn-user-0104,2026-03-04T09:07:58Z,17631.16,debit,Debt,Debt expense,LKR
SYN-LARGE-00680,syn-user-0041,2025-12-13T07:54:30Z,24939.25,debit,Education,Education expense,LKR
SYN-LARGE-00681,syn-user-0191,2025-11-14T21:11:48Z,39422.68,debit,Debt,Debt expense,LKR
SYN-LARGE-00682,syn-user-0262,2025-05-24T22:51:27Z,7950.45,debit,Debt,Debt expense,LKR
SYN-LARGE-00683,syn-user-0245,2025-10-04T11:29:07Z,42403.11,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00684,syn-user-0266,2025-08-24T12:24:37Z,18555.54,debit,Housing,Housing expense,LKR
SYN-LARGE-00685,syn-user-0052,2025-06-16T14:11:35Z,63213.92,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00686,syn-user-0135,2025-05-02T11:31:27Z,17081.60,debit,Debt,Debt expense,LKR
SYN-LARGE-00687,syn-user-0108,2025-08-03T18:17:28Z,17190.42,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00688,syn-user-0093,2025-10-20T09:46:17Z,10447.17,credit,Refund,Refund transaction,LKR
SYN-LARGE-00689,syn-user-0121,2025-10-12T10:30:51Z,6685.83,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00690,syn-user-0005,2025-04-01T22:34:46Z,14940.08,debit,Transport,Transport expense,LKR
SYN-LARGE-00691,syn-user-0162,2026-02-07T07:25:06Z,12717.34,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00692,syn-user-0084,2025-01-31T09:28:47Z,50271.25,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00693,syn-user-0172,2025-05-14T14:22:01Z,51501.76,debit,Travel,Travel expense,LKR
SYN-LARGE-00694,syn-user-0211,2025-03-04T12:36:36Z,77233.74,debit,Savings,Savings expense,LKR
SYN-LARGE-00695,syn-user-0276,2025-03-31T22:31:49Z,8328.31,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00696,syn-user-0229,2025-02-10T10:55:10Z,10631.54,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00697,syn-user-0173,2025-08-04T08:05:10Z,19702.84,debit,Debt,Debt expense,LKR
SYN-LARGE-00698,syn-user-0176,2025-04-27T14:38:41Z,26851.73,debit,Savings,Savings expense,LKR
SYN-LARGE-00699,syn-user-0203,2025-05-19T22:28:26Z,33957.82,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00700,syn-user-0086,2025-04-05T14:47:44Z,11324.93,debit,Transport,Transport expense,LKR
SYN-LARGE-00701,syn-user-0041,2025-04-18T21:35:03Z,83188.35,credit,Salary,Salary transaction,LKR
SYN-LARGE-00702,syn-user-0014,2026-01-30T10:05:41Z,5598.21,debit,Food,Food expense,LKR
SYN-LARGE-00703,syn-user-0200,2025-06-08T10:08:33Z,10195.00,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00704,syn-user-0088,2025-01-15T16:55:30Z,250746.99,credit,Salary,Salary transaction,LKR
SYN-LARGE-00705,syn-user-0240,2025-10-04T11:37:38Z,41701.51,debit,Travel,Travel expense,LKR
SYN-LARGE-00706,syn-user-0234,2025-11-20T15:58:22Z,20986.54,debit,Debt,Debt expense,LKR
SYN-LARGE-00707,syn-user-0247,2025-10-04T17:26:16Z,14046.51,debit,Food,Food expense,LKR
SYN-LARGE-00708,syn-user-0080,2025-06-05T10:22:18Z,12323.01,credit,Refund,Refund transaction,LKR
SYN-LARGE-00709,syn-user-0241,2025-10-01T21:19:00Z,28461.77,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-00710,syn-user-0221,2026-02-13T17:12:26Z,9927.03,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00711,syn-user-0288,2025-08-12T18:53:24Z,11151.66,debit,Transport,Transport expense,LKR
SYN-LARGE-00712,syn-user-0113,2025-05-15T14:18:41Z,10342.91,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00713,syn-user-0273,2026-02-19T11:08:18Z,10505.52,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00714,syn-user-0057,2025-11-23T21:12:20Z,11613.23,debit,Education,Education expense,LKR
SYN-LARGE-00715,syn-user-0010,2025-03-19T09:18:17Z,820.90,credit,Refund,Refund transaction,LKR
SYN-LARGE-00716,syn-user-0065,2026-01-02T10:00:31Z,28942.09,debit,Housing,Housing expense,LKR
SYN-LARGE-00717,syn-user-0112,2025-06-25T20:44:50Z,39920.57,debit,Education,Education expense,LKR
SYN-LARGE-00718,syn-user-0017,2025-06-19T07:17:49Z,47630.56,credit,Gift,Gift transaction,LKR
SYN-LARGE-00719,syn-user-0201,2025-02-06T14:52:24Z,4094.60,debit,Transport,Transport expense,LKR
SYN-LARGE-00720,syn-user-0007,2025-03-04T20:15:47Z,5724.94,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00721,syn-user-0018,2025-04-12T12:30:24Z,16028.48,debit,Food,Food expense,LKR
SYN-LARGE-00722,syn-user-0160,2025-06-15T22:07:16Z,2645.25,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00723,syn-user-0247,2025-11-23T07:55:42Z,23878.75,credit,Bonus,Bonus transaction,LKR
SYN-LARGE-00724,syn-user-0112,2025-02-27T11:50:17Z,10410.89,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00725,syn-user-0300,2025-03-03T07:37:50Z,1891.08,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00726,syn-user-0244,2025-12-19T13:10:31Z,34960.91,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00727,syn-user-0047,2025-12-18T17:41:09Z,9503.93,debit,Savings,Savings expense,LKR
SYN-LARGE-00728,syn-user-0275,2026-02-10T17:51:57Z,7747.56,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-00729,syn-user-0225,2026-01-11T10:16:57Z,15732.99,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00730,syn-user-0021,2025-09-06T21:12:36Z,28640.17,debit,Travel,Travel expense,LKR
SYN-LARGE-00731,syn-user-0096,2025-10-06T11:04:33Z,11737.65,debit,Education,Education expense,LKR
SYN-LARGE-00732,syn-user-0080,2025-08-19T20:00:49Z,12282.05,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00733,syn-user-0260,2025-07-14T17:49:39Z,47127.53,debit,Housing,Housing expense,LKR
SYN-LARGE-00734,syn-user-0123,2025-06-14T18:12:33Z,77537.24,debit,Savings,Savings expense,LKR
SYN-LARGE-00735,syn-user-0255,2026-01-28T19:41:20Z,14532.99,debit,Debt,Debt expense,LKR
SYN-LARGE-00736,syn-user-0057,2025-02-19T10:11:55Z,4094.43,debit,Food,Food expense,LKR
SYN-LARGE-00737,syn-user-0017,2025-04-14T18:42:31Z,16356.66,credit,Freelance,Freelance transaction,LKR
SYN-LARGE-00738,syn-user-0270,2025-11-16T13:38:45Z,1840.62,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00739,syn-user-0037,2025-01-07T08:29:51Z,8488.64,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00740,syn-user-0032,2025-07-04T07:52:39Z,24838.77,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00741,syn-user-0137,2025-09-28T08:13:33Z,301164.67,credit,Salary,Salary transaction,LKR
SYN-LARGE-00742,syn-user-0050,2025-02-21T18:12:12Z,10009.70,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00743,syn-user-0270,2025-12-03T19:47:06Z,76062.75,debit,Savings,Savings expense,LKR
SYN-LARGE-00744,syn-user-0296,2025-07-03T09:10:50Z,37030.62,debit,Savings,Savings expense,LKR
SYN-LARGE-00745,syn-user-0093,2025-10-09T20:59:22Z,29999.90,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00746,syn-user-0162,2025-10-09T19:48:40Z,38204.61,debit,Shopping,Shopping expense,LKR
SYN-LARGE-00747,syn-user-0221,2026-02-27T12:24:49Z,12730.71,debit,Debt,Debt expense,LKR
SYN-LARGE-00748,syn-user-0282,2026-01-17T18:00:46Z,18452.49,debit,Education,Education expense,LKR
SYN-LARGE-00749,syn-user-0018,2025-05-26T15:00:19Z,14752.46,debit,Travel,Travel expense,LKR
SYN-LARGE-00750,syn-user-0114,2025-04-20T14:58:35Z,54261.58,debit,Housing,Housing expense,LKR
SYN-LARGE-00751,syn-user-0262,2025-10-12T07:29:22Z,9075.38,debit,Debt,Debt expense,LKR
SYN-LARGE-00752,syn-user-0080,2025-03-12T14:51:19Z,13118.92,debit,Debt,Debt expense,LKR
SYN-LARGE-00753,syn-user-0048,2025-10-20T16:50:30Z,9289.51,debit,Utilities,Utilities expense,LKR
SYN-LARGE-00754,syn-user-0089,2025-09-07T09:38:41Z,37329.40,debit,Debt,Debt expense,LKR
SYN-LARGE-00755,syn-user-0154,2025-01-20T07:58:49Z,18715.71,debit,Debt,Debt expense,LKR
SYN-LARGE-00756,syn-user-0172,2025-06-28T09:55:49Z,13079.13,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00757,syn-user-0117,2026-01-18T18:03:19Z,41967.76,debit,Debt,Debt expense,LKR
SYN-LARGE-00758,syn-user-0269,2025-01-22T22:44:14Z,8857.15,debit,Debt,Debt expense,LKR
SYN-LARGE-00759,syn-user-0079,2025-01-26T22:05:14Z,29160.17,debit,Entertainment,Entertainment expense,LKR
SYN-LARGE-00760,syn-user-0222,2025-05-29T08:30:36Z,3284.55,debit,Transport,Transport expense,LKR
SYN-LARGE-00761,syn-user-0026,2025-10-08T18:32:27Z,8614.18,credit,Investment Income,Investment Income transaction,LKR
SYN-LARGE-00762,syn-user-0067,2026-01-26T18:41:36Z,3372.57,credit,Refund,Refund transaction,LKR
SYN-LARGE-00763,syn-user-0101,2025-10-15T08:17:49Z,24423.39,debit,Travel,Travel expense,LKR
SYN-LARGE-00764,syn-user-0221,2025-06-15T19:27:23Z,6307.77,debit,Debt,Debt expense,LKR
SYN-LARGE-00765,syn-user-0179,2025-04-08T15:10:22Z,30354.92,debit,Debt,Debt expense,LKR
SYN-LARGE-00766,syn-user-0227,2025-11-16T13:12:43Z,327642.90,credit,Salary,Salary transaction,LKR
SYN-LARGE-00767,syn-user-0192,2025-03-21T07:15:39Z,5809.29,debit,Food,Food expense,LKR
SYN-LARGE-00768,syn-user-0076,2026-03-03T09:19:28Z,34133.75,debit,Housing,Housing expense,LKR
SYN-LARGE-00769,syn-user-0242,2025-01-12T22:48:16Z,21433.15,debit,Travel,Travel expense,LKR
SYN-LARGE-00770,syn-user-0281,2025-09-05T06:24:37Z,10883.46,debit,Transport,Transport expense,LKR
SYN-LARGE-00771,syn-user-0270,2025-01-23T14:03:29Z,31348.64,debit,Housing,Housing expense,LKR
SYN-LARGE-00772,syn-user-0005,2025-02-04T17:55:06Z,14855.21,debit,Healthcare,Healthcare expense,LKR
SYN-LARGE-00773,syn-user-0010,2025-05-30T18:32:45Z,33989.24,debit,Savings,Savings expense,LKR
SYN-LARGE-00774,syn-user-0051,2025-06-11T11:12:32Z,25091.33,debit,Debt,Debt expense,LKR
SYN-LARGE-00775,syn-user-0235,2025-10-15T22:19:21Z,19868.36,debit,Housing,Housing expense,LKR
SYN-LARGE-00776,syn-user-0251,2025-07-21T17:22:40Z,34298.66,debit,Housing,Housing expense,LKR
SYN-LARGE-00777,syn-user-0155,2025-05-01T07:40:16Z,27001.41,debit,Travel,Travel expense,LKR
SYN-LARGE-00778,syn-user-0199,2026-02-22T13:09:21Z,85573.13,debit,Travel,Travel expense,LKR
SYN-LARGE-00779,syn-user-0202,2025-12-03T13:26:15Z,15906.08,credit,Other Income,Other Income transaction,LKR
SYN-LARGE-00780,syn-user-0294,2025-03-20T16:28:34Z,29145.58,credit,Investment Income,Investment Income transaction,LKR
